'Date', 'todayprice', 'num_securities', 'Cash', 'Stockworth', 'Totalworth', 'Baseline Comparison'
'11/21/2000', 135.375, 70.0, 64.375, 9476.25, 9540.625, -6673.900620971208
'11/22/2000', 132.140594, 70.0, 64.375, 9249.84158, 9314.21658, -6900.309040971208
'11/24/2000', 134.843704, 70.0, 64.375, 9439.05928, 9503.43428, -6711.091340971208
'11/27/2000', 136.031204, 70.0, 64.375, 9522.18428, 9586.55928, -6627.966340971208
'11/28/2000', 133.6875, 70.0, 64.375, 9358.125, 9422.5, -6792.025620971208
'11/29/2000', 133.4375, 70.0, 64.375, 9340.625, 9405.0, -6809.525620971208
'11/30/2000', 132.281204, 70.0, 64.375, 9259.68428, 9324.05928, -6890.466340971208
'12/1/2000', 132.218704, 70.0, 64.375, 9255.30928, 9319.68428, -6894.841340971208
'12/4/2000', 133.343704, 70.0, 64.375, 9334.05928, 9398.43428, -6816.091340971208
'12/5/2000', 137.718704, 70.0, 64.375, 9640.30928, 9704.68428, -6509.841340971208
'12/6/2000', 135.515594, 70.0, 64.375, 9486.09158, 9550.46658, -6664.059040971208
'12/7/2000', 133.656204, 70.0, 64.375, 9355.93428, 9420.30928, -6794.216340971208
'12/8/2000', 133.968704, 70.0, 64.375, 9377.80928, 9442.18428, -6772.341340971208
'12/11/2000', 138.625, 70.0, 64.375, 9703.75, 9768.125, -6446.400620971208
'12/12/2000', 138.031204, 70.0, 64.375, 9662.18428, 9726.55928, -6487.966340971208
'12/13/2000', 136.140594, 70.0, 64.375, 9529.84158, 9594.21658, -6620.309040971208
'12/14/2000', 134.406204, 70.0, 64.375, 9408.43428, 9472.80928, -6741.716340971208
'12/15/2000', 130.968704, 70.0, 64.375, 9167.80928, 9232.18428, -6982.341340971208
'12/18/2000', 132.718704, 70.0, 64.375, 9290.30928, 9354.68428, -6859.841340971208
'12/19/2000', 130.015594, 70.0, 64.375, 9101.09158, 9165.46658, -7049.059040971208
'12/20/2000', 126.25, 70.0, 64.375, 8837.5, 8901.875, -7312.650620971208
'12/21/2000', 127.125, 70.0, 64.375, 8898.75, 8963.125, -7251.400620971208
'12/22/2000', 130.9375, 70.0, 64.375, 9165.625, 9230.0, -6984.525620971208
'12/26/2000', 132.343704, 70.0, 64.375, 9264.05928, 9328.43428, -6886.091340971208
'12/27/2000', 133.3125, 70.0, 64.375, 9331.875, 9396.25, -6818.275620971208
'12/28/2000', 133.718704, 70.0, 64.375, 9360.30928, 9424.68428, -6789.841340971208
'12/29/2000', 131.1875, 70.0, 64.375, 9183.125, 9247.5, -6967.025620971208
'1/2/2001', 128.8125, 70.0, 64.375, 9016.875, 9081.25, -7133.275620971208
'1/3/2001', 135.0, 70.0, 64.375, 9450.0, 9514.375, -6700.150620971208
'1/4/2001', 133.546799, 70.0, 64.375, 9348.27593, 9412.65093, -6801.874690971208
'1/5/2001', 129.1875, 70.0, 64.375, 9043.125, 9107.5, -7107.025620971208
'1/8/2001', 130.1875, 70.0, 64.375, 9113.125, 9177.5, -7037.025620971208
'1/9/2001', 129.843704, 70.0, 64.375, 9089.05928, 9153.43428, -7061.091340971208
'1/10/2001', 132.125, 70.0, 64.375, 9248.75, 9313.125, -6901.400620971208
'1/11/2001', 132.25, 70.0, 64.375, 9257.5, 9321.875, -6892.650620971208
'1/12/2001', 132.0, 70.0, 64.375, 9240.0, 9304.375, -6910.150620971208
'1/16/2001', 132.843704, 70.0, 64.375, 9299.05928, 9363.43428, -6851.091340971208
'1/17/2001', 133.453094, 70.0, 64.375, 9341.71658, 9406.09158, -6808.434040971208
'1/18/2001', 134.781204, 70.0, 64.375, 9434.68428, 9499.05928, -6715.466340971208
'1/19/2001', 134.015594, 70.0, 64.375, 9381.09158, 9445.46658, -6769.059040971208
'1/22/2001', 134.906204, 70.0, 64.375, 9443.43428, 9507.80928, -6706.716340971208
'1/23/2001', 135.968704, 70.0, 64.375, 9517.80928, 9582.18428, -6632.341340971208
