'Date', 'todayprice', 'num_securities', 'Cash', 'Stockworth', 'Totalworth', 'Baseline Comparison'
'11/27/2000', 24.5625, 197.0, 11.5, 4838.8125, 4850.3125, 2795.8972255369927
'11/28/2000', 24.125, 197.0, 11.5, 4752.625, 4764.125, 2709.7097255369927
'11/29/2000', 24.4375, 197.0, 11.5, 4814.1875, 4825.6875, 2771.2722255369927
'11/30/2000', 22.75, 197.0, 11.5, 4481.75, 4493.25, 2438.8347255369927
'12/1/2000', 24.1875, 197.0, 11.5, 4764.9375, 4776.4375, 2722.0222255369927
'12/4/2000', 23.8125, 197.0, 11.5, 4691.0625, 4702.5625, 2648.1472255369927
'12/5/2000', 24.75, 197.0, 11.5, 4875.75, 4887.25, 2832.8347255369927
'12/6/2000', 23.875, 197.0, 11.5, 4703.375, 4714.875, 2660.4597255369927
'12/7/2000', 24.0, 197.0, 11.5, 4728.0, 4739.5, 2685.0847255369927
'12/8/2000', 24.125, 197.0, 11.5, 4752.625, 4764.125, 2709.7097255369927
'12/11/2000', 23.875, 197.0, 11.5, 4703.375, 4714.875, 2660.4597255369927
'12/12/2000', 23.625, 197.0, 11.5, 4654.125, 4665.625, 2611.2097255369927
'12/13/2000', 23.625, 197.0, 11.5, 4654.125, 4665.625, 2611.2097255369927
'12/14/2000', 23.25, 197.0, 11.5, 4580.25, 4591.75, 2537.3347255369927
'12/15/2000', 22.5, 197.0, 11.5, 4432.5, 4444.0, 2389.5847255369927
'12/18/2000', 23.5, 197.0, 11.5, 4629.5, 4641.0, 2586.5847255369927
'12/19/2000', 23.5625, 197.0, 11.5, 4641.8125, 4653.3125, 2598.8972255369927
'12/20/2000', 22.125, 197.0, 11.5, 4358.625, 4370.125, 2315.7097255369927
'12/21/2000', 24.1875, 197.0, 11.5, 4764.9375, 4776.4375, 2722.0222255369927
'12/22/2000', 22.8125, 197.0, 11.5, 4494.0625, 4505.5625, 2451.1472255369927
'12/26/2000', 24.0, 197.0, 11.5, 4728.0, 4739.5, 2685.0847255369927
'12/27/2000', 23.5625, 197.0, 11.5, 4641.8125, 4653.3125, 2598.8972255369927
'12/28/2000', 24.25, 197.0, 11.5, 4777.25, 4788.75, 2734.3347255369927
'12/29/2000', 23.4375, 197.0, 11.5, 4617.1875, 4628.6875, 2574.2722255369927
'1/2/2001', 24.3125, 197.0, 11.5, 4789.5625, 4801.0625, 2746.6472255369927
'1/3/2001', 25.125, 197.0, 11.5, 4949.625, 4961.125, 2906.7097255369927
'1/4/2001', 26.9375, 197.0, 11.5, 5306.6875, 5318.1875, 3263.7722255369927
'1/5/2001', 26.25, 197.0, 11.5, 5171.25, 5182.75, 3128.3347255369927
'1/8/2001', 25.625, 197.0, 11.5, 5048.125, 5059.625, 3005.2097255369927
'1/9/2001', 26.4375, 197.0, 11.5, 5208.1875, 5219.6875, 3165.2722255369927
'1/10/2001', 26.25, 197.0, 11.5, 5171.25, 5182.75, 3128.3347255369927
'1/11/2001', 26.9375, 197.0, 11.5, 5306.6875, 5318.1875, 3263.7722255369927
'1/12/2001', 26.375, 197.0, 11.5, 5195.875, 5207.375, 3152.9597255369927
'1/16/2001', 27.125, 197.0, 11.5, 5343.625, 5355.125, 3300.7097255369927
'1/17/2001', 26.875, 197.0, 11.5, 5294.375, 5305.875, 3251.4597255369927
'1/18/2001', 27.1875, 197.0, 11.5, 5355.9375, 5367.4375, 3313.0222255369927
'1/19/2001', 26.3125, 197.0, 11.5, 5183.5625, 5195.0625, 3140.6472255369927
'1/22/2001', 27.125, 197.0, 11.5, 5343.625, 5355.125, 3300.7097255369927
'1/23/2001', 27.0, 197.0, 11.5, 5319.0, 5330.5, 3276.0847255369927
'1/24/2001', 27.75, 197.0, 11.5, 5466.75, 5478.25, 3423.8347255369927
'1/25/2001', 28.0625, 197.0, 11.5, 5528.3125, 5539.8125, 3485.3972255369927
'1/26/2001', 28.0, 197.0, 11.5, 5516.0, 5527.5, 3473.0847255369927
'1/29/2001', 28.290001, 197.0, 11.5, 5573.130197, 5584.630197, 3530.214922536993
'1/30/2001', 28.299999, 197.0, 11.5, 5575.099803, 5586.599803, 3532.1845285369927
'1/31/2001', 28.190001, 197.0, 11.5, 5553.430197, 5564.930197, 3510.5149225369923
'2/1/2001', 28.370001, 197.0, 11.5, 5588.890197, 5600.390197, 3545.9749225369924
'2/2/2001', 28.01, 197.0, 11.5, 5517.97, 5529.47, 3475.054725536993
'2/5/2001', 28.450001, 197.0, 11.5, 5604.650197, 5616.150197, 3561.7349225369926
'2/6/2001', 28.74, 197.0, 11.5, 5661.78, 5673.28, 3618.8647255369924
'2/7/2001', 27.26, 197.0, 11.5, 5370.22, 5381.72, 3327.304725536993
'2/8/2001', 28.01, 197.0, 11.5, 5517.97, 5529.47, 3475.054725536993
'2/9/2001', 26.92, 197.0, 11.5, 5303.240000000001, 5314.740000000001, 3260.3247255369934
'2/12/2001', 27.799999, 197.0, 11.5, 5476.599803, 5488.099803, 3433.6845285369927
'2/13/2001', 27.92, 197.0, 11.5, 5500.240000000001, 5511.740000000001, 3457.3247255369934
'2/14/2001', 27.860001, 197.0, 11.5, 5488.420197, 5499.920197, 3445.504922536993
'2/15/2001', 28.0, 197.0, 11.5, 5516.0, 5527.5, 3473.0847255369927
'2/16/2001', 27.6, 197.0, 11.5, 5437.200000000001, 5448.700000000001, 3394.2847255369934
'2/20/2001', 27.709999, 197.0, 11.5, 5458.869803, 5470.369803, 3415.9545285369923
'2/21/2001', 27.68, 197.0, 11.5, 5452.96, 5464.46, 3410.0447255369927
'2/22/2001', 27.51, 197.0, 11.5, 5419.47, 5430.97, 3376.554725536993
'2/23/2001', 28.35, 197.0, 11.5, 5584.950000000001, 5596.450000000001, 3542.0347255369934
'2/26/2001', 28.6, 197.0, 11.5, 5634.200000000001, 5645.700000000001, 3591.2847255369934
'2/27/2001', 28.43, 197.0, 11.5, 5600.71, 5612.21, 3557.7947255369927
'2/28/2001', 27.809999, 197.0, 11.5, 5478.569803, 5490.069803, 3435.654528536993
'3/1/2001', 28.209999, 197.0, 11.5, 5557.369803, 5568.869803, 3514.4545285369923
'3/2/2001', 28.059999, 197.0, 11.5, 5527.819803, 5539.319803, 3484.904528536993
'3/5/2001', 28.299999, 197.0, 11.5, 5575.099803, 5586.599803, 3532.1845285369927
'3/6/2001', 29.040001, 197.0, 11.5, 5720.880197, 5732.380197, 3677.964922536993
'3/7/2001', 29.08, 197.0, 11.5, 5728.759999999999, 5740.259999999999, 3685.844725536992
'3/8/2001', 30.35, 197.0, 11.5, 5978.950000000001, 5990.450000000001, 3936.0347255369934
'3/9/2001', 30.1, 197.0, 11.5, 5929.700000000001, 5941.200000000001, 3886.7847255369934
'3/12/2001', 30.25, 197.0, 11.5, 5959.25, 5970.75, 3916.3347255369927
